"","x","y"
"1",0.64096488757059,80
"2",1.86381538177375,160
"3",0.319832076202147,0
"4",0.760805317666382,80
"5",-0.151904629543424,0
"6",0.108743317541666,0
"7",1.22500008286443,80
"8",0.887118315673433,80
"9",-0.796100293286145,-80
"10",0.290410854620859,0
"11",0.0406358042964712,0
"12",1.6591902221553,160
"13",-0.444209070061333,0
"14",0.801187296048738,80
"15",-1.3935318874428,-80
"16",1.99234487535432,160
"17",0.778829361312091,80
"18",1.78642289515119,160
"19",1.8075058569666,160
"20",-0.787378104636446,-80
"21",1.43195624474902,80
"22",0.130200179992244,0
"23",1.61711954488419,160
"24",-1.36340367270168,-80
"25",-0.67000717355404,-80
"26",-1.32070458785165,-80
"27",0.0716927272733301,0
"28",-0.683637451613322,-80
"29",1.21513583674096,80
"30",0.206439092871733,0
"31",-0.271796423243359,0
"32",0.647508133202791,80
"33",0.833363129058853,80
"34",1.95184681098908,160
"35",-1.42951374396216,-80
"36",-0.291020104894415,0
"37",-0.170611809124239,0
"38",-0.615841728402302,-80
"39",0.799538527615368,80
"40",0.720699098194018,80
